Todo lo que siempre quisiste saber sobre bases de datos distribuídas de alta disponibilidad,javier ramirez,"¿Te imaginas una base de datos que soporta todo el tráfico que quieras, añadiendo o quitando nodos de forma automática y que es capaz de funcionar sin interrupciones incluso si un volcán se pone a escupir lava sobre uno de tus centros de datos?
Esa es la promesa de sistemas de almacenamiento distribuídos como Cassandra, Voldemort o Riak. Pero, ¿Cómo lo hacen?
En esta charla te contaré los conceptos básicos para una posible base de datos distribuída. Pásate por aquí si quieres aprender qué significan cosas como CAP, BASE, escalabilidad incremental, replicación, o consenso. También explicaré cosas todavía más geeks como gossip, vector clocks, hinted handoff o entropía.
Al acabar la charla entenderás cuál es la arquitectura que, por ejemplo, permite a Amazon tener su funcionalidad de carrito funcionando las 24 horas del año, los 365.25 días del año o a linkedin spammearte sin parar. ¿Cuándo fue la última vez que viste caídas las webs de Amazon o Linkedin?",-Talk-Spanish-Big Data-SQL and NoSQL-Cloud-Web-Other-Intermediate
Todo lo que siempre quisiste saber sobre bases de datos distribuídas de alta disponibilidad,javier ramirez,"¿Te imaginas una base de datos que soporta todo el tráfico que quieras, añadiendo o quitando nodos de forma automática y que es capaz de funcionar sin interrupciones incluso si un volcán se pone a escupir lava sobre uno de tus centros de datos?
Esa es la promesa de sistemas de almacenamiento distribuídos como Cassandra, Voldemort o Riak. Pero, ¿Cómo lo hacen?
En esta charla te contaré los conceptos básicos para una posible base de datos distribuída. Pásate por aquí si quieres aprender qué significan cosas como CAP, BASE, escalabilidad incremental, replicación, o consenso. También explicaré cosas todavía más geeks como gossip, vector clocks, hinted handoff o entropía.
Al acabar la charla entenderás cuál es la arquitectura que, por ejemplo, permite a Amazon tener su funcionalidad de carrito funcionando las 24 horas del año, los 365.25 días del año o a linkedin spammearte sin parar. ¿Cuándo fue la última vez que viste caídas las webs de Amazon o Linkedin?",-Talk-Spanish-Big Data-SQL and NoSQL-Cloud-Web-Other-Intermediate
Todo lo que siempre quisiste saber sobre bases de datos distribuídas de alta disponibilidad,javier ramirez,"¿Te imaginas una base de datos que soporta todo el tráfico que quieras, añadiendo o quitando nodos de forma automática y que es capaz de funcionar sin interrupciones incluso si un volcán se pone a escupir lava sobre uno de tus centros de datos?
Esa es la promesa de sistemas de almacenamiento distribuídos como Cassandra, Voldemort o Riak. Pero, ¿Cómo lo hacen?
En esta charla te contaré los conceptos básicos para una posible base de datos distribuída. Pásate por aquí si quieres aprender qué significan cosas como CAP, BASE, escalabilidad incremental, replicación, o consenso. También explicaré cosas todavía más geeks como gossip, vector clocks, hinted handoff o entropía.
Al acabar la charla entenderás cuál es la arquitectura que, por ejemplo, permite a Amazon tener su funcionalidad de carrito funcionando las 24 horas del año, los 365.25 días del año o a linkedin spammearte sin parar. ¿Cuándo fue la última vez que viste caídas las webs de Amazon o Linkedin?",-Talk-Spanish-Big Data-SQL and NoSQL-Cloud-Web-Other-Intermediate
Todo lo que siempre quisiste saber sobre bases de datos distribuídas de alta disponibilidad,javier ramirez,"¿Te imaginas una base de datos que soporta todo el tráfico que quieras, añadiendo o quitando nodos de forma automática y que es capaz de funcionar sin interrupciones incluso si un volcán se pone a escupir lava sobre uno de tus centros de datos?
Esa es la promesa de sistemas de almacenamiento distribuídos como Cassandra, Voldemort o Riak. Pero, ¿Cómo lo hacen?
En esta charla te contaré los conceptos básicos para una posible base de datos distribuída. Pásate por aquí si quieres aprender qué significan cosas como CAP, BASE, escalabilidad incremental, replicación, o consenso. También explicaré cosas todavía más geeks como gossip, vector clocks, hinted handoff o entropía.
Al acabar la charla entenderás cuál es la arquitectura que, por ejemplo, permite a Amazon tener su funcionalidad de carrito funcionando las 24 horas del año, los 365.25 días del año o a linkedin spammearte sin parar. ¿Cuándo fue la última vez que viste caídas las webs de Amazon o Linkedin?",-Talk-Spanish-Big Data-SQL and NoSQL-Cloud-Web-Other-Intermediate
Todo lo que siempre quisiste saber sobre bases de datos distribuídas de alta disponibilidad,javier ramirez,"¿Te imaginas una base de datos que soporta todo el tráfico que quieras, añadiendo o quitando nodos de forma automática y que es capaz de funcionar sin interrupciones incluso si un volcán se pone a escupir lava sobre uno de tus centros de datos?
Esa es la promesa de sistemas de almacenamiento distribuídos como Cassandra, Voldemort o Riak. Pero, ¿Cómo lo hacen?
En esta charla te contaré los conceptos básicos para una posible base de datos distribuída. Pásate por aquí si quieres aprender qué significan cosas como CAP, BASE, escalabilidad incremental, replicación, o consenso. También explicaré cosas todavía más geeks como gossip, vector clocks, hinted handoff o entropía.
Al acabar la charla entenderás cuál es la arquitectura que, por ejemplo, permite a Amazon tener su funcionalidad de carrito funcionando las 24 horas del año, los 365.25 días del año o a linkedin spammearte sin parar. ¿Cuándo fue la última vez que viste caídas las webs de Amazon o Linkedin?",-Talk-Spanish-Big Data-SQL and NoSQL-Cloud-Web-Other-Intermediate
Todo lo que siempre quisiste saber sobre bases de datos distribuídas de alta disponibilidad,javier ramirez,"¿Te imaginas una base de datos que soporta todo el tráfico que quieras, añadiendo o quitando nodos de forma automática y que es capaz de funcionar sin interrupciones incluso si un volcán se pone a escupir lava sobre uno de tus centros de datos?
Esa es la promesa de sistemas de almacenamiento distribuídos como Cassandra, Voldemort o Riak. Pero, ¿Cómo lo hacen?
En esta charla te contaré los conceptos básicos para una posible base de datos distribuída. Pásate por aquí si quieres aprender qué significan cosas como CAP, BASE, escalabilidad incremental, replicación, o consenso. También explicaré cosas todavía más geeks como gossip, vector clocks, hinted handoff o entropía.
Al acabar la charla entenderás cuál es la arquitectura que, por ejemplo, permite a Amazon tener su funcionalidad de carrito funcionando las 24 horas del año, los 365.25 días del año o a linkedin spammearte sin parar. ¿Cuándo fue la última vez que viste caídas las webs de Amazon o Linkedin?",-Talk-Spanish-Big Data-SQL and NoSQL-Cloud-Web-Other-Intermediate
Todo lo que siempre quisiste saber sobre bases de datos distribuídas de alta disponibilidad,javier ramirez,"¿Te imaginas una base de datos que soporta todo el tráfico que quieras, añadiendo o quitando nodos de forma automática y que es capaz de funcionar sin interrupciones incluso si un volcán se pone a escupir lava sobre uno de tus centros de datos?
Esa es la promesa de sistemas de almacenamiento distribuídos como Cassandra, Voldemort o Riak. Pero, ¿Cómo lo hacen?
En esta charla te contaré los conceptos básicos para una posible base de datos distribuída. Pásate por aquí si quieres aprender qué significan cosas como CAP, BASE, escalabilidad incremental, replicación, o consenso. También explicaré cosas todavía más geeks como gossip, vector clocks, hinted handoff o entropía.
Al acabar la charla entenderás cuál es la arquitectura que, por ejemplo, permite a Amazon tener su funcionalidad de carrito funcionando las 24 horas del año, los 365.25 días del año o a linkedin spammearte sin parar. ¿Cuándo fue la última vez que viste caídas las webs de Amazon o Linkedin?",-Talk-Spanish-Big Data-SQL and NoSQL-Cloud-Web-Other-Intermediate
Transiciones y animaciones en CSS: que empiece el baile,Luis Calvo Díaz,"Las páginas y aplicaciones web modernas cada vez son más bailonas. Cada interacción, cada transición, cada proceso, salta y baila ante los ojos del usuario.
El ""front developer"" ahora debe conocer en profundidad cómo dotar a los elementos de la aplicación de este dinamismo y jovialidad, para cumplir las expectativas de diseñadores y usuarios.
En este workshop veremos, con ejemplos aplicados del día a día, cómo realizar estas coreografías con CSS3 y un poquito (pero muy poco) de Javascript.",-Workshop-Spanish-Web-Other-Intermediate
Taller exprés de Planificación Ágil,Jose Manuel Beas,"En este taller podrás practicar las principales técnicas que empleamos para planificar el desarrollo de una aplicación con metodologías ágiles: user personas, user story mapping, historias de usuario y algunos trucos más. Como ""bola extra"", también aprenderás cómo hacer Scrum como es debido.",-Workshop-Spanish-Agile and Lean-Other-Advanced
Cómo generar una arquitectura cloud autoescalable para tu software LAMP,Toni Tebas,"¿Tienes un proyecto web y no sabes si tu hosting va a poder aguantar en momentos de alta carga? ¿Quieres dar el salto definitivo hacia el cloud y profesionalizar tu proyecto web? En esta charla os explicaremos como crear desde cero una arquitectura autoescalable y de alta disponibilidad en el cloud de Amazon (AWS). La arquitectura estará diseñada para soportar aplicaciones LAMP (la mayoría de CMS’s y herramientas de e-commerce lo son), por ejemplo Wordpress, Joomla, Drupal, Magento, Woocommerce, Prestashop,… La principal característica de la arquitectura será su capacidad de crecer y reducirse automáticamente cuando detecte picos de carga y momentos de calma. El objetivo de la charla es que veáis y comprendáis el proceso de creación de una arquitectura autoescalable en AWS y que podáis afrontar con éxito el proceso de migración de vuestro proyecto web al cloud.",-Talk-Spanish-Cloud-PHP-Intermediate
Cómo generar una arquitectura cloud autoescalable para tu software LAMP,Toni Tebas,"¿Tienes un proyecto web y no sabes si tu hosting va a poder aguantar en momentos de alta carga? ¿Quieres dar el salto definitivo hacia el cloud y profesionalizar tu proyecto web? En esta charla os explicaremos como crear desde cero una arquitectura autoescalable y de alta disponibilidad en el cloud de Amazon (AWS). La arquitectura estará diseñada para soportar aplicaciones LAMP (la mayoría de CMS’s y herramientas de e-commerce lo son), por ejemplo Wordpress, Joomla, Drupal, Magento, Woocommerce, Prestashop,… La principal característica de la arquitectura será su capacidad de crecer y reducirse automáticamente cuando detecte picos de carga y momentos de calma. El objetivo de la charla es que veáis y comprendáis el proceso de creación de una arquitectura autoescalable en AWS y que podáis afrontar con éxito el proceso de migración de vuestro proyecto web al cloud.",-Talk-Spanish-Cloud-PHP-Intermediate
Cómo generar una arquitectura cloud autoescalable para tu software LAMP,Toni Tebas,"¿Tienes un proyecto web y no sabes si tu hosting va a poder aguantar en momentos de alta carga? ¿Quieres dar el salto definitivo hacia el cloud y profesionalizar tu proyecto web? En esta charla os explicaremos como crear desde cero una arquitectura autoescalable y de alta disponibilidad en el cloud de Amazon (AWS). La arquitectura estará diseñada para soportar aplicaciones LAMP (la mayoría de CMS’s y herramientas de e-commerce lo son), por ejemplo Wordpress, Joomla, Drupal, Magento, Woocommerce, Prestashop,… La principal característica de la arquitectura será su capacidad de crecer y reducirse automáticamente cuando detecte picos de carga y momentos de calma. El objetivo de la charla es que veáis y comprendáis el proceso de creación de una arquitectura autoescalable en AWS y que podáis afrontar con éxito el proceso de migración de vuestro proyecto web al cloud.",-Talk-Spanish-Cloud-PHP-Intermediate
Cómo generar una arquitectura cloud autoescalable para tu software LAMP,Toni Tebas,"¿Tienes un proyecto web y no sabes si tu hosting va a poder aguantar en momentos de alta carga? ¿Quieres dar el salto definitivo hacia el cloud y profesionalizar tu proyecto web? En esta charla os explicaremos como crear desde cero una arquitectura autoescalable y de alta disponibilidad en el cloud de Amazon (AWS). La arquitectura estará diseñada para soportar aplicaciones LAMP (la mayoría de CMS’s y herramientas de e-commerce lo son), por ejemplo Wordpress, Joomla, Drupal, Magento, Woocommerce, Prestashop,… La principal característica de la arquitectura será su capacidad de crecer y reducirse automáticamente cuando detecte picos de carga y momentos de calma. El objetivo de la charla es que veáis y comprendáis el proceso de creación de una arquitectura autoescalable en AWS y que podáis afrontar con éxito el proceso de migración de vuestro proyecto web al cloud.",-Talk-Spanish-Cloud-PHP-Intermediate
Cómo generar una arquitectura cloud autoescalable para tu software LAMP,Toni Tebas,"¿Tienes un proyecto web y no sabes si tu hosting va a poder aguantar en momentos de alta carga? ¿Quieres dar el salto definitivo hacia el cloud y profesionalizar tu proyecto web? En esta charla os explicaremos como crear desde cero una arquitectura autoescalable y de alta disponibilidad en el cloud de Amazon (AWS). La arquitectura estará diseñada para soportar aplicaciones LAMP (la mayoría de CMS’s y herramientas de e-commerce lo son), por ejemplo Wordpress, Joomla, Drupal, Magento, Woocommerce, Prestashop,… La principal característica de la arquitectura será su capacidad de crecer y reducirse automáticamente cuando detecte picos de carga y momentos de calma. El objetivo de la charla es que veáis y comprendáis el proceso de creación de una arquitectura autoescalable en AWS y que podáis afrontar con éxito el proceso de migración de vuestro proyecto web al cloud.",-Talk-Spanish-Cloud-PHP-Intermediate
Cómo generar una arquitectura cloud autoescalable para tu software LAMP,Toni Tebas,"¿Tienes un proyecto web y no sabes si tu hosting va a poder aguantar en momentos de alta carga? ¿Quieres dar el salto definitivo hacia el cloud y profesionalizar tu proyecto web? En esta charla os explicaremos como crear desde cero una arquitectura autoescalable y de alta disponibilidad en el cloud de Amazon (AWS). La arquitectura estará diseñada para soportar aplicaciones LAMP (la mayoría de CMS’s y herramientas de e-commerce lo son), por ejemplo Wordpress, Joomla, Drupal, Magento, Woocommerce, Prestashop,… La principal característica de la arquitectura será su capacidad de crecer y reducirse automáticamente cuando detecte picos de carga y momentos de calma. El objetivo de la charla es que veáis y comprendáis el proceso de creación de una arquitectura autoescalable en AWS y que podáis afrontar con éxito el proceso de migración de vuestro proyecto web al cloud.",-Talk-Spanish-Cloud-PHP-Intermediate
Cómo generar una arquitectura cloud autoescalable para tu software LAMP,Toni Tebas,"¿Tienes un proyecto web y no sabes si tu hosting va a poder aguantar en momentos de alta carga? ¿Quieres dar el salto definitivo hacia el cloud y profesionalizar tu proyecto web? En esta charla os explicaremos como crear desde cero una arquitectura autoescalable y de alta disponibilidad en el cloud de Amazon (AWS). La arquitectura estará diseñada para soportar aplicaciones LAMP (la mayoría de CMS’s y herramientas de e-commerce lo son), por ejemplo Wordpress, Joomla, Drupal, Magento, Woocommerce, Prestashop,… La principal característica de la arquitectura será su capacidad de crecer y reducirse automáticamente cuando detecte picos de carga y momentos de calma. El objetivo de la charla es que veáis y comprendáis el proceso de creación de una arquitectura autoescalable en AWS y que podáis afrontar con éxito el proceso de migración de vuestro proyecto web al cloud.",-Talk-Spanish-Cloud-PHP-Intermediate
